"Código","Clave","Descripción","DUN-14 Inner","DUN-14 Master"
"45115","ALG-200B","Rollo de 30 g de alambre galvanizado calibre 20, en bolsa",17506240648861,27506240648868
"44470","ALG-220","Kilo de alambre galvanizado, calibre 22, Fiero",17506240601934,27506240601931
"45112","ALG-220B","Rollo de 30 g de alambre galvanizado calibre 22, en bolsa",17506240648854,27506240648851
"48023","ALHU-132","Detector de humo con alarma, Volteck",17506240679216,27506240679213
"15536","ALL-10M","Juego 10 llaves allen mm punta hexagonal con organizador",17501206640552,27501206640559
"21855","ALL-10M-P","Juego 10 llaves allen mm punta hex con organizador, Pretul",17501206635558,27501206635555
"15539","ALL-10P","Juego 10 llaves allen std punta hexagonal con organizador",17501206640569,27501206640566
"21854","ALL-10P-P","Juego 10 llaves allen std punta hex con organizador, Pretul",17501206635534,27501206635531
"15542","ALL-13M","Juego 13 llaves allen mm punta hexagonal con organizador",17501206648640,27501206648647
"21857","ALL-13M-P","Juego 13 llaves allen mm punta hex con organizador, Pretul",17501206635572,27501206635579
"15545","ALL-13P","Juego 13 llaves allen std punta hexagonal con organizador",17501206648657,27501206648654
"21856","ALL-13P-P","Juego 13 llaves allen std punta hex con organizador, Pretul",17501206635565,27501206635562
"15572","ALL-25","Juego 25 llaves allen largas std y mm punta bola,organizador",17501206640583,27501206640580
"15562","ALL-30","Juego 30 llaves allen largas std y mm punta bola, estuche",17501206626105,27501206626102
"15557","ALL-7M","Juego de 7 llaves allen mm tipo navaja, cuerpo de lámina",17501206641559,27501206641556
"15560","ALL-7P","Juego de 7 llaves allen std tipo navaja, cuerpo de lámina",17501206641566,27501206641563
"15555","ALL-8M","Juego de 8 llaves allen mm tipo navaja, cuerpo de lámina",17501206622114,27501206622111
"15556","ALL-8P","Juego de 8 llaves allen std tipo navaja, cuerpo de lámina",17501206622121,27501206622128
"100933","ALL-8TMX","Juego 8 llaves allen mm extralargas mango T, punta de bola",17506240681417,27506240681414
"100934","ALL-8TPX","Juego 8 llaves allen std extralargas mango T, punta de bola",17506240681424,27506240681421
"15563","ALL-9M","Juego de 9 llaves allen mm tipo navaja, cuerpo de lámina",17501206648626,27501206648623
"15566","ALL-9P","Juego de 9 llaves allen std tipo navaja, cuerpo de lámina",17501206648633,27501206648630
"21851","ALL-P8M","Juego de 8 llaves allen mm punta hex tipo llavero, Pretul",17501206643508,27501206643505
"21850","ALL-P8P","Juego de 8 llaves allen std punta hex tipo llavero, Pretul",17501206643492,27501206643499
"13644","ALLX-10M","Juego 10 llaves allen largas mm punta bola con organizador",17506240646294,27506240646291
"13643","ALLX-10P","Juego 10 llaves allen largas std punta bola con organizador",17506240646287,27506240646284
"13646","ALLX-13M","Juego 13 llaves allen largas mm punta bola con organizador",17506240646317,27506240646314
"13645","ALLX-13P","Juego 13 llaves allen largas std punta bola con organizador",17506240646300,27506240646307
"15548","ALLX-7M","Juego 7 llaves allen largas mm punta bola con organizador",17501206648480,27501206648487
"15551","ALLX-7P","Juego 7 llaves allen largas std punta bola con organizador",17501206648473,27501206648470
"44885","ALPU12-30","Rollo de alambre de púas de 300 m calibre 12.5, Fiero",17506240626104,27506240626101
"44886","ALPU12-34","Rollo de alambre de púas de 350 m calibre 12.5, Fiero",17506240626111,27506240626118
"44884","ALPU15-100","Rollo de alambre de púas de 100 m calibre 15.5, Fiero",17506240637292,27506240637299
"44887","ALPU15-300","Rollo de alambre de púas de 300 m calibre 15.5, Fiero",17506240624476,27506240624473
"44888","ALPU15-360","Rollo de alambre de púas de 360 m calibre 15.5, Fiero",17506240624483,27506240624480
"44458","ALRE-151","Kilo de alambre recocido calibre 15 en rollo de 1Kg, Fiero",17506240638435,27506240638432
"40051","ALRE-1560","Kilo de alambre recocido calibre 15 en rollo de 60 kg, Fiero",17506240665936,27506240665933
"44457","ALRE-160","Kilo de alambre recocido calibre 15 en rollo de 20 kg, Fiero",17506240629525,27506240629522
"17568","ALTE-A","Sellador de silicón azul para altas temperaturas, 85 g",17501206608446,27501206608443
"17567","ALTE-N","Sellador de silicón negro para altas temperaturas, 85 g",17501206608439,27501206608436
"17566","ALTE-R","Sellador de silicón rojo para altas temperaturas, 85 g",17501206608422,27501206608429
"12815","AM-VA","Amarrador de varillas con grip, Truper",17501206625573,27501206625570
"57070","AMU-24","Aceite rojo para muebles, 240 ml, Klintek",17506240655005,27506240655002
"57071","AMU-48","Aceite rojo para muebles, 480 ml, Klintek",17506240655012,27506240655019
"14099","AN-COPLA-40","Antorcha para cortadora de plasma COPLA-40, Truper",17506240665448,27506240665445
"14106","AN-COPLA-60X","Antorcha para cortadora de plasma COPLA-60X, Truper",17506240665493,27506240665490
"14112","AN-GRUPO1","Juego de 8 pz antorcha y accesorios soldadoras proceso TIG",17506240665530,27506240665537
"12108","AN-SI-12/16/20","Antorcha para soldadora SOIN-160 y SOIN-200, Truper",17506240650512,27506240650519
"17947","AN-SOMI-130","Antorcha para soldadora SOMI-130T, Truper",17506240611872,27506240611879
"17948","AN-SOMI-210","Antorcha p/soldadoras SOMI-210X, SOMI-130X y SOMU-200X",17506240611889,27506240611886
"14118","AN-SOMU-250X","Juego de 5 pz antorcha y accesorios para soldadora SOMU-250X",17506240665578,27506240665575
"48121","ANAE-14","Antena aérea para exterior, 14 elementos, Volteck",17506240608124,27506240608121
"48124","ANAE-21","Antena aérea para exterior, 21 elementos, Volteck",17506240652912,27506240652919
"48169","ANAE-32","Antena aérea para exterior, 32 elementos, Volteck",17506240636776,27506240636773
"48119","ANAE-8","Antena aérea para exterior, 8 elementos, Volteck",17506240608100,27506240608107
"14470","ANCLA-9","Ancla de conexión para arneses, 44 x 810 mm, ANSI, Truper",17501206627966,27501206627963
"48470","ANDO-4","Antena aérea para TV, tipo dura oro de 4 elementos, Volteck",17501206699390,27501206699397
"49110","ANG-01","Llave angular 1/2' x 1/2', 1/4 de vuelta, Foset",17501206695941,27501206695948
"49111","ANG-01B","Llave angular 1/2' x 1/2', 1/4 de vuelta, tipo barrilito",17501206695958,27501206695955
"48285","ANG-01BBL","Llave angular 1/2' x 1/2', 1/4 de vuelta, barrilito, blíster",17506240697739,27506240697736
"46299","ANG-01BL","Llave angular 1/2' x 1/2', 1/4 de vuelta, blíster, Foset",17506240695186,27506240695183
"49112","ANG-02","Llave angular 1/2' x 1/2', Foset",17501206695965,27501206695962
"49103","ANG-02BL","Llave angular 1/2' x 1/2' en blíster, Foset",17506240637216,27506240637213
"49109","ANG-03","Llave angular 1/2' x 1/2' de compresión tipo barrilito",17501206684075,27501206684072
"49104","ANG-03BL","Llave angular 1/2' x 1/2' compresión tipo barrilito, blíster",17506240637223,27506240637220
"49113","ANG-04BL","Llave angular, 1/4 vuelta, tipo barrilito, maneral palanca",17506240620768,27506240620765
"49114","ANG-05BL","Llave angular, 1/4 vuelta, sin contratuerca, maneral palanca",17506240620775,27506240620772
"48029","ANG-06","Llave angular 1/2'x1/2' recta de compresión, s/contratuerca",17506240679049,27506240679046
"48028","ANG-07","Llave angular 1/2' x 1/2', 1/4 de vuelta, Foset",17506240679063,27506240679060
"48286","ANG-07BL","Llave angular 1/2' x 1/2', 1/4 de vuelta, blíster, Foset",17506240697746,27506240697743
"49118","ANG-10","Llave angular de compresión robusta 1/2' x 3/8', Foset",17506240634512,27506240634519
"49119","ANG-11","Llave angular de compresión recta 1/2' x 3/8', Foset",17506240634529,27506240634526
"49108","ANG-CPVC","Llave angular de latón 1/2 x 1/2' para CPVC, tipo barrilito",17506240629402,27506240629409
"48115","ANGI-360","Antena aérea para tv, giratoria 360 grados a control remoto",17501206695910,27501206695917
"48114","ANGI-360B","Antena aérea para TV, giratoria 360° con cable coaxial 10m",17506240625725,27506240625722
"27143","ANP-FMP","Anillo pistón completo para fumigador 15L, Pretul",17506240623288,27506240623285
"27149","ANP-FUMP","Anillo pistón completo para fumigador 16 y 20L, Pretul",17506240623745,27506240623742
"15455","ANZU-08","Blíster con 100 anzuelos para pesca # 8, Truper",17506240639418,27506240639415
"15456","ANZU-09","Blíster con 100 anzuelos para pesca # 9, Truper",17506240639425,27506240639422
"15457","ANZU-10","Blíster con 100 anzuelos para pesca # 10, Truper",17506240639432,27506240639439
"15458","ANZU-11","Blíster con 100 anzuelos para pesca # 11, Truper",17506240639449,27506240639446
"15459","ANZU-12","Blíster con 100 anzuelos para pesca # 12, Truper",17506240639456,27506240639453
"15462","ANZU-13","Blíster con 100 anzuelos para pesca # 13, Truper",17506240639463,27506240639460
"15463","ANZU-14","Blíster con 100 anzuelos para pesca # 14, Truper",17506240639470,27506240639477
"15465","ANZU-15","Blíster con 100 anzuelos para pesca # 15, Truper",17506240639487,27506240639484
"15466","ANZU-16","Blíster con 100 anzuelos para pesca # 16, Truper",17506240639494,27506240639491
"15467","ANZU-18","Blíster con 100 anzuelos para pesca # 18, Truper",17506240639500,27506240639507
"15468","ANZU-20","Blíster con 100 anzuelos para pesca # 20, Truper",17506240639517,27506240639514
"46925","AO-1","Bolsa con 10 abrazaderas 1' tipo omega para tubo, Volteck",17501206659547,27501206659544
"46923","AO-1/2","Bolsa con 10 abrazaderas 1/2' tipo omega para tubo, Volteck",17501206659523,27501206659520
"46031","AO-112","Bolsa con 5 abrazaderas 1-1/2' tipo omega para tubo, Volteck",17501206681982,27501206681989
"46030","AO-114","Bolsa con 5 abrazaderas 1-1/4' tipo omega para tubo, Volteck",17501206681975,27501206681972
"46032","AO-2","Bolsa con 5 abrazaderas 2' tipo omega para tubo, Volteck",17501206681999,27501206681996
"46928","AO-3","Bolsa con 5 abrazaderas 3' tipo omega para tubo, Volteck",17506240621543,27506240621540
"46924","AO-3/4","Bolsa con 10 abrazaderas 3/4' tipo omega para tubo, Volteck",17501206659530,27501206659537
"46926","AO-3/8","Bolsa con 10 abrazaderas 3/8' tipo omega para tubo, Volteck",17506240621529,27506240621526
"46929","AO-4","Bolsa con 5 abrazaderas 4' tipo omega para tubo, Volteck",17506240621550,27506240621557
"19979","AOM-1","Azadón No. 1 oreja y martillo 2.6 lb sin mango, Truper",17506240607349,27506240607346
"19982","AOM-1M","Azadón No. 1 oreja y martillo 2.6 lb con mango de 54'",17506240607370,27506240607377
"19980","AOM-2","Azadón No. 2 oreja y martillo 2.8 lb sin mango, Truper",17506240607356,27506240607353
"19983","AOM-2M","Azadón No. 2 oreja y martillo 2.8 lb con mango de 54'",17506240607387,27506240607384
"19981","AOM-3","Azadón No. 3 oreja y martillo 3.1 lb sin mango, Truper",17506240607363,27506240607360
"19984","AOM-3M","Azadón No. 3 oreja y martillo 3.1 lb con mango de 54'",17506240607394,27506240607391
"46442","APAL-2","Interruptor de palanca, 2 tornillos, Volteck",17506240639012,27506240639019
"46444","APAL-2C","Interruptor de palanca con cable, Volteck",17506240639036,27506240639033
"46443","APAL-3","Interruptor de palanca, 3 tornillos, Volteck",17506240639029,27506240639026
"46006","APDO-CL","Interruptor dúplex, línea Classic, Volteck",17501206656430,27501206656437
"46337","APDO-CLP","Interruptor dúplex, 1 sencillo y 1 de 3 vías, línea Classic",17506240686139,27506240686136
"46002","APDO-S","Interruptor dúplex de palanca, Standard, marfil, Volteck",17501206656409,27501206656406
"47729","APDO-SB","Interruptor dúplex de palanca, Standard, blanco, Volteck",17506240695315,27506240695312
"48003","APPA","Interruptor de paso 3 A para lámpara, 127 V, Volteck",17506240679469,27506240679466
"20017","APS-12","Arco 12' de solera para segueta, Pretul",17501206602208,27501206602205
"27109","APSE-3B","Interruptor de 3 vías, Volteck Basic",17506240684463,27506240684460
"27229","APSE-3BI","Interruptor de 3 vías, marfil, línea Volteck Basic",17506240699689,27506240699686
"27108","APSE-B","Interruptor sencillo, Volteck Basic",17506240684456,27506240684453
"27228","APSE-BI","Interruptor sencillo, marfil, línea Volteck Basic",17506240699672,27506240699679
"46005","APSE-CL","Interruptor sencillo, línea Classic, Volteck",17501206656423,27501206656420
"46439","APSE-E","Interruptor sencillo, línea Económica, Volteck",17501206697617,27501206697614
"47045","APSE-EB","Interruptor sencillo 1 módulo, línea Española, color blanco",17506240666360,27506240666367
"46009","APSE-ECL","Interruptor de tres vías, línea Classic, Volteck",17501206656454,27501206656451
"46440","APSE-EE","Interruptor de 3 vías, línea Económica, Volteck",17501206697624,27501206697621
"47048","APSE-EEB","Interruptor de 3 vías, 1 módulo, línea Española,color blanco",17506240666391,27506240666398
"47988","APSE-EEN","Interruptor de 3 vías, 1 módulo, línea Española,color negro",17506240671487,27506240671484
"48083","APSE-EI","Interruptor de 3 vías, línea Italiana, color marfil, Volteck",17501206690786,27501206690783
"48137","APSE-EIB","Interruptor de 3 vías, línea Italiana, color blanco, Volteck",17506240606793,27506240606790
"47608","APSE-EIN","Interruptor de 3 vías, línea Italiana, color negro, Volteck",17506240680700,27506240680707
"47823","APSE-ELA","Interruptor de 3 vías acero inox de 1 módulo, línea Lisboa",17502309731611,27502309731618
"47943","APSE-ELB","Interruptor de 3 vías blanco de 1 módulo, línea Lisboa",17502309731253,27502309731250
"47876","APSE-ELN","Interruptor de 3 vías negro de 1 módulo, línea Lisboa",17502309731970,27502309731977
"47985","APSE-EN","Interruptor sencillo 1 módulo, línea Española, color negro",17506240671517,27506240671514
"48321","APSE-EOB","Interruptor de 3 vías, línea Oslo, color blanco, Volteck",17506240625459,27506240625456
"46003","APSE-ES","Interruptor vertical de palanca, 3 vías, Standard, marfil",17501206656416,27501206656413
"47720","APSE-ESB","Interruptor vertical de palanca, 3 vías, Standard, blanco",17506240695223,27506240695220
"48084","APSE-I","Interruptor sencillo, línea Italiana, color marfil, Volteck",17501206690793,27501206690790
"48132","APSE-IB","Interruptor sencillo, línea Italiana, color blanco, Volteck",17506240606748,27506240606745
"47607","APSE-IN","Interruptor sencillo, línea Italiana, color negro, Volteck",17506240680694,27506240680691
"47820","APSE-LA","Interruptor sencillo acero inox de 1 módulo, línea Lisboa",17502309731581,27502309731588
"47940","APSE-LB","Interruptor sencillo blanco de 1 módulo, línea Lisboa",17502309731222,27502309731229
"47873","APSE-LN","Interruptor sencillo negro de 1 módulo, línea Lisboa",17502309731949,27502309731946
"48322","APSE-OB","Interruptor sencillo, línea Oslo, color blanco, Volteck",17506240625466,27506240625463
"46000","APSE-S","Interruptor vertical de palanca, Standard, marfil, Volteck",17501206656393,27501206656390
"47727","APSE-SB","Interruptor vertical de palanca, Standard, blanco, Volteck",17506240695292,27506240695299
"47046","APSE15-EB","Interruptor sencillo 1.5 módulos,línea Española,color blanco",17506240666377,27506240666374
"47049","APSE15-EEB","Interruptor de 3 vías, 1.5 módulos, línea Española, blanco",17506240666407,27506240666404
"47989","APSE15-EEN","Interruptor de 3 vías, 1.5 módulos, línea Española, negro",17506240671470,27506240671477
"47824","APSE15-ELA","Interruptor 3 vías acero inox de 1.5 módulos, línea Lisboa",17502309731628,27502309731625
"47944","APSE15-ELB","Interruptor de 3 vías blanco de 1.5 módulos, línea Lisboa",17502309731260,27502309731267
"47877","APSE15-ELN","Interruptor de 3 vías negro de 1.5 módulos, línea Lisboa",17502309731987,27502309731984
"47986","APSE15-EN","Interruptor sencillo 1.5 módulos, línea Española,color negro",17506240671500,27506240671507
"47821","APSE15-LA","Interruptor sencillo acero inox de 1.5 módulos, línea Lisboa",17502309731598,27502309731595
"47941","APSE15-LB","Interruptor sencillo blanco de 1.5 módulos, línea Lisboa",17502309731239,27502309731236
"47874","APSE15-LN","Interruptor sencillo negro de 1.5 módulos, línea Lisboa",17502309731956,27502309731953
"47047","APSE3-EB","Interruptor sencillo 3 módulos, línea Española, color blanco",17506240666384,27506240666381
"47050","APSE3-EEB","Interruptor de 3 vías, 3 módulos, línea Española, blanco",17506240666414,27506240666411
"47990","APSE3-EEN","Interruptor de 3 vías, 3 módulos, línea Española, negro",17506240671463,27506240671460
"47825","APSE3-ELA","Interruptor 3 vías acero inox de 3 módulos, línea Lisboa",17502309731635,27502309731632
"47945","APSE3-ELB","Interruptor de 3 vías blanco de 3 módulos, línea Lisboa",17502309731277,27502309731274
