key,code,ean,DUN-14 Inner,DUN-14 Master,unit,description,brand,buy,retailsale,wholesale,inventory,min_inventory,department
P-850-1/2,13075,7501206633793,17501206633790,27501206633797,Pieza,"Juego de 4 peines 1/2' para tarrajas TA-850 y TA-851, Truper",Truper,65,102,84,10,1,Machuelos y tarrajas
P-850-2,13085,7501206634042,17501206634049,27501206634046,Pieza,"Juego de 4 peines 2' para tarrajas TA-850 y TA-851, Truper",Truper,105,165,135,10,1,Machuelos y tarrajas
P-850-3/4,13077,7501206633816,17501206633813,27501206633810,Pieza,"Juego de 4 peines 3/4' para tarrajas TA-850 y TA-851, Truper",Truper,65,102,84,10,1,Machuelos y tarrajas
P-852-1-1/2X,14619,7506240670292,17506240670299,27506240670296,Set,"Juego de 4 peines 1-1/2' para tarrajas T-852X, Expert",Expert,975,1415,1165,10,1,Machuelos y tarrajas
P-852-1-1/4X,14617,7506240670285,17506240670282,27506240670289,Set,"Juego de 4 peines 1-1/4' para tarrajas T-852X, Expert",Expert,815,1185,975,10,1,Machuelos y tarrajas
P-852-1/2X,14612,7506240670254,17506240670251,27506240670258,Set,"Juego de 4 peines 1/2' para tarrajas T-852X, Expert",Expert,695,1015,835,10,1,Machuelos y tarrajas
P-852-1X,14616,7506240670278,17506240670275,27506240670272,Set,"Juego de 4 peines 1' para tarrajas T-852X, Expert",Expert,815,1185,975,10,1,Machuelos y tarrajas
P-852-2X,14620,7506240670308,17506240670305,27506240670302,Set,"Juego de 4 peines 2' para tarrajas T-852X, Expert",Expert,975,1415,1165,10,1,Machuelos y tarrajas
P-852-3/4X,14614,7506240670261,17506240670268,27506240670265,Set,"Juego de 4 peines 3/4' para tarrajas T-852X, Expert",Expert,695,1015,835,10,1,Machuelos y tarrajas
P-SOMI,17953,7506240611912,17506240611919,27506240611916,Pieza,"Pinza para proceso MIG, Truper",Truper,265,385,319,10,1,Accesorios para soldar
P12-2T,101678,7506240690948,17506240690945,27506240690942,Set,"Juego de 12 puntas torx combinadas largo 2', Truper Expert",Expert,55,86,72,10,1,Puntas para desarmador
P12-2TS,101675,7506240690917,17506240690914,27506240690911,Set,"Juego de 12 puntas torx combinadas c/seguro largo 2', Expert",Expert,55,86,72,10,1,Puntas para desarmador
P7-15T,17795,7501206602959,17501206602956,27501206602953,Set,"Juego de 7 puntas torx combinadas largo 1', Truper Expert",Expert,23,36,29,10,1,Puntas para desarmador
P7-15TS,17797,7501206602973,17501206602970,27501206602977,Set,"Juego de 7 puntas torx combinadas c/seguro largo 1', Expert",Expert,25,39,33,10,1,Puntas para desarmador
P7-20TS,17813,7501206629765,17501206629762,27501206629769,Set,"Juego de 7 puntas torx combinadas c/seguro largo 2', Expert",Expert,33,52,43,10,1,Puntas para desarmador
P7-25T,17796,7501206602966,17501206602963,27501206602960,Set,"Juego de 7 puntas torx combinadas largo 2', Truper Expert",Expert,33,52,43,10,1,Puntas para desarmador
PA-366,17361,7501206629185,17501206629182,27501206629189,Pieza,"Pinza punta recta 7' para cerrar anillos, mango de PVC",Truper,155,245,199,10,1,Pinzas
PA-367,17362,7501206629192,17501206629199,27501206629196,Pieza,"Pinza punta a 90° 6-3/4' para cerrar anillos, mango de PVC",Truper,155,245,199,10,1,Pinzas
PA-368,17363,7501206629208,17501206629205,27501206629202,Pieza,"Pinza punta recta 7' para abrir anillos, mango de PVC",Truper,155,245,199,10,1,Pinzas
PA-369,17364,7501206629215,17501206629212,27501206629219,Pieza,"Pinza punta a 90° 6-3/4' para abrir anillos, mango de PVC",Truper,155,245,199,10,1,Pinzas
PA-AC,19049,7501206684900,17501206684907,27501206684904,Pieza,"Pintura en aerosol, amarillo canario, 400 ml, Truper",Truper,45,65,54,10,1,Pintura en aerosol
PA-AC-2,102834,7502309737470,17502309737477,27502309737474,Pieza,"Pintura en aerosol, amarillo canario, 400 ml, Truper",Truper,43,62,52,10,1,Pintura en aerosol
PA-AC-P,27003,7506240667995,17506240667992,27506240667999,Pieza,"Pintura en aerosol, amarillo canario, 400 ml, Pretul",Pretul,35,49,42,10,1,Pintura en aerosol
PA-AH,19038,7501206685051,17501206685058,27501206685055,Pieza,"Pintura en aerosol, azul holandés, 400 ml, Truper",Truper,45,65,54,10,1,Pintura en aerosol
PA-AH-2,102823,7502309737364,17502309737361,27502309737368,Pieza,"Pintura en aerosol, azul holandés, 400 ml, Truper",Truper,43,62,52,10,1,Pintura en aerosol
PA-AH-P,27178,7506240630661,17506240630668,27506240630665,Pieza,"Pintura en aerosol, azul holandés,400 ml, Pretul",Pretul,35,49,42,10,1,Pintura en aerosol
PA-ALTE-A,18071,7501206685921,17501206685928,27501206685925,Pieza,"Pintura en aerosol alta temperatura, aluminio,400 ml,Truper",Truper,95,137,115,10,1,Pintura en aerosol
PA-ALTE-A-2,102853,7502309737661,17502309737668,27502309737665,Pieza,"Pintura en aerosol alta temperatura, aluminio,400 ml,Truper",Truper,89,129,106,10,1,Pintura en aerosol
PA-ALTE-N,18070,7501206685808,17501206685805,27501206685802,Pieza,"Pintura en aerosol alta temperatura, negro, 400 ml,Truper",Truper,95,137,115,10,1,Pintura en aerosol
PA-ALTE-N-2,102852,7502309737654,17502309737651,27502309737658,Pieza,"Pintura en aerosol alta temperatura, negro, 400 ml,Truper",Truper,89,129,106,10,1,Pintura en aerosol
PA-AM,19042,7501206684832,17501206684839,27501206684836,Pieza,"Pintura en aerosol, amarillo, 400 ml,Truper",Truper,45,65,54,10,1,Pintura en aerosol
PA-AM-2,102827,7502309737401,17502309737408,27502309737405,Pieza,"Pintura en aerosol, amarillo, 400 ml,Truper",Truper,43,62,52,10,1,Pintura en aerosol
PA-APCO-B,25077,7506240672890,17506240672897,27506240672894,Pieza,"Placa armada contacto e interruptor sencillo, Volteck Basic",Volteck,33,52,43,10,1,Artefactos eléctricos Volteck
PA-APCO-B2,25081,7506240672937,17506240672934,27506240672931,Pieza,"Placa armada con contacto y 2 interruptores sencillos, Basic",Volteck,43,67,55,10,1,Artefactos eléctricos Volteck
PA-APCO-B2I,26635,7506240696537,17506240696534,27506240696531,Pieza,"Placa armada 2 interruptores y contacto, marfil, Basic",Volteck,43,67,55,10,1,Artefactos eléctricos Volteck
PA-APCO-B3,25079,7506240672913,17506240672910,27506240672917,Pieza,"Placa armada 2 contactos e interruptor sencillo, Basic",Volteck,45,69,58,10,1,Artefactos eléctricos Volteck
PA-APCO-B3I,26633,7506240696513,17506240696510,27506240696517,Pieza,"Placa armada interruptor y 2 contactos, marfil, Basic",Volteck,45,69,58,10,1,Artefactos eléctricos Volteck
PA-APCO-BI,26634,7506240696520,17506240696527,27506240696524,Pieza,"Placa armada interruptor y contacto, marfil, Volteck",Volteck,33,52,43,10,1,Artefactos eléctricos Volteck
PA-APCO-E,46388,7506240646822,17506240646829,27506240646826,Pieza,"Placa armada contacto e interruptor, línea Económica",Volteck,37,58,48,10,1,Artefactos eléctricos Volteck
PA-APCO-E2B,45597,7506240671299,17506240671296,27506240671293,Pieza,"Placa armada 2 interruptores,1 contacto,1mod,Española,blanco",Volteck,59,92,76,10,1,Artefactos eléctricos Volteck
PA-APCO-E3B,45594,7506240671329,17506240671326,27506240671323,Pieza,"Placa armada 1 interruptor, 2 contactos,1mod,Española,blanco",Volteck,59,92,76,10,1,Artefactos eléctricos Volteck
PA-APCO-I,48666,7506240637875,17506240637872,27506240637879,Pieza,"Placa armada contacto e interruptor, marfil, línea Italiana",Volteck,53,83,68,10,1,Artefactos eléctricos Volteck
PA-APCO-I2,48667,7506240637882,17506240637889,27506240637886,Pieza,"Placa armada contacto 2 interruptores,marfil, línea Italiana",Volteck,68,105,88,10,1,Artefactos eléctricos Volteck
PA-APCO-I2B,46456,7506240647744,17506240647741,27506240647748,Pieza,"Placa armada contacto 2 interruptores,blanco, línea Italiana",Volteck,68,105,88,10,1,Artefactos eléctricos Volteck
PA-APCO-I2M,49936,7506240660224,17506240660221,27506240660228,Pieza,"Placa armada contacto 2 interruptores,madera, línea Italiana",Volteck,68,105,88,10,1,Artefactos eléctricos Volteck
PA-APCO-I2N,47592,7506240680796,17506240680793,27506240680790,Pieza,"Placa armada contacto 2 interruptores,negro, línea Italiana",Volteck,58,92,75,10,1,Artefactos eléctricos Volteck
PA-APCO-I2P,46474,7506240647140,17506240647147,27506240647144,Pieza,"Placa armada contacto 2 interruptores, plata, línea Italiana",Volteck,68,105,88,10,1,Artefactos eléctricos Volteck
PA-APCO-I3,48668,7506240637899,17506240637896,27506240637893,Pieza,"Placa armada 2 contactos e interruptor,marfil,línea Italiana",Volteck,72,115,93,10,1,Artefactos eléctricos Volteck
PA-APCO-I3B,46457,7506240647751,17506240647758,27506240647755,Pieza,"Placa armada 2 contactos e interruptor,blanco,línea Italiana",Volteck,72,115,93,10,1,Artefactos eléctricos Volteck
PA-APCO-I3M,49937,7506240660231,17506240660238,27506240660235,Pieza,"Placa armada 2 contactos e interruptor,madera,línea Italiana",Volteck,72,115,93,10,1,Artefactos eléctricos Volteck
PA-APCO-I3N,47593,7506240680802,17506240680809,27506240680806,Pieza,"Placa armada 2 contactos e interruptor,negro, línea Italiana",Volteck,59,92,76,10,1,Artefactos eléctricos Volteck
PA-APCO-I3P,46475,7506240647157,17506240647154,27506240647151,Pieza,"Placa armada 2 contactos e interruptor,plata, línea Italiana",Volteck,72,115,93,10,1,Artefactos eléctricos Volteck
PA-APCO-IB,46455,7506240647737,17506240647734,27506240647731,Pieza,"Placa armada contacto e interruptor, blanco, línea Italiana",Volteck,53,83,68,10,1,Artefactos eléctricos Volteck
PA-APCO-IM,49935,7506240660217,17506240660214,27506240660211,Pieza,"Placa armada contacto e interruptor, madera, línea Italiana",Volteck,53,83,68,10,1,Artefactos eléctricos Volteck
PA-APCO-IN,47591,7506240680789,17506240680786,27506240680783,Pieza,"Placa armada contacto e interruptor, negro, línea Italiana",Volteck,46,72,59,10,1,Artefactos eléctricos Volteck
PA-APCO-IP,46473,7506240647133,17506240647130,27506240647137,Pieza,"Placa armada contacto e interruptor, plata, línea Italiana",Volteck,53,83,68,10,1,Artefactos eléctricos Volteck
PA-APCO-L2A,47847,7502309731850,17502309731857,27502309731854,Pieza,"Placa armada acero 2 interruptores y contacto 1 mód,Lisboa",Volteck,76,119,98,10,1,Artefactos eléctricos Volteck
PA-APCO-L2B,47967,7502309731492,17502309731499,27502309731496,Pieza,"Placa armada blanca 2 interruptores y contacto 1 mód,Lisboa",Volteck,54,84,70,10,1,Artefactos eléctricos Volteck
PA-APCO-L2N,47900,7502309732215,17502309732212,27502309732219,Pieza,"Placa armada negra 2 interruptores y contacto 1 mód,Lisboa",Volteck,54,84,70,10,1,Artefactos eléctricos Volteck
PA-APCO-L3A,47848,7502309731867,17502309731864,27502309731861,Pieza,"Placa armada acero interruptor y 2 contactos 1 mód, Lisboa",Volteck,78,125,102,10,1,Artefactos eléctricos Volteck
PA-APCO-L3B,47968,7502309731508,17502309731505,27502309731502,Pieza,"Placa armada blanca interruptor y 2 contactos 1 mód, Lisboa",Volteck,56,88,72,10,1,Artefactos eléctricos Volteck
PA-APCO-L3N,47901,7502309732222,17502309732229,27502309732226,Pieza,"Placa armada negra interruptor y 2 contactos 1 mód, Lisboa",Volteck,56,88,72,10,1,Artefactos eléctricos Volteck
PA-APCO-O2B,46488,7506240647454,17506240647451,27506240647458,Pieza,"Placa armada contacto y 2 interruptores, línea Oslo, blanco",Volteck,72,115,93,10,1,Artefactos eléctricos Volteck
PA-APCO-O3B,46489,7506240647461,17506240647468,27506240647465,Pieza,"Placa armada 2 contactos e interruptor, línea Oslo, blanco",Volteck,75,117,97,10,1,Artefactos eléctricos Volteck
PA-APCO-OB,46487,7506240647447,17506240647444,27506240647441,Pieza,"Placa armada contacto e interruptor, línea Oslo, blanco",Volteck,55,86,72,10,1,Artefactos eléctricos Volteck
PA-APCO1-EB,45590,7506240671367,17506240671364,27506240671361,Pieza,"Placa armada 1 interruptor,1 contacto,1mod, Española, blanco",Volteck,45,69,58,10,1,Artefactos eléctricos Volteck
PA-APCO1-LA,47845,7502309731836,17502309731833,27502309731830,Pieza,"Placa armada acero interruptor y contacto 1 módulo, Lisboa",Volteck,62,97,79,10,1,Artefactos eléctricos Volteck
PA-APCO1-LB,47965,7502309731478,17502309731475,27502309731472,Pieza,"Placa armada blanca interruptor y contacto 1 módulo, Lisboa",Volteck,42,66,54,10,1,Artefactos eléctricos Volteck
PA-APCO1-LN,47898,7502309732192,17502309732199,27502309732196,Pieza,"Placa armada negra interruptor y contacto 1 módulo, Lisboa",Volteck,42,66,54,10,1,Artefactos eléctricos Volteck
PA-APCO15-EB,45591,7506240671350,17506240671357,27506240671354,Pieza,"Placa armada 1 interruptor,1contacto,1.5mod,Española, blanco",Volteck,47,73,62,10,1,Artefactos eléctricos Volteck
PA-APCO15-LA,47846,7502309731843,17502309731840,27502309731847,Pieza,"Placa armada acero interruptor y contacto 1.5 mód, Lisboa",Volteck,64,99,83,10,1,Artefactos eléctricos Volteck
PA-APCO15-LB,47966,7502309731485,17502309731482,27502309731489,Pieza,"Placa armada blanca interruptor y contacto 1.5 mód, Lisboa",Volteck,44,69,57,10,1,Artefactos eléctricos Volteck
PA-APCO15-LN,47899,7502309732208,17502309732205,27502309732202,Pieza,"Placa armada negra interruptor y contacto 1.5 mód, Lisboa",Volteck,44,69,57,10,1,Artefactos eléctricos Volteck
PA-APDO-B,25080,7506240672920,17506240672927,27506240672924,Pieza,"Placa armada con 2 interruptores sencillos, Volteck Basic",Volteck,32,49,42,10,1,Artefactos eléctricos Volteck
PA-APDO-BI,26640,7506240696582,17506240696589,27506240696586,Pieza,"Placa armada, 2 interruptores, marfil, Volteck",Volteck,32,49,42,10,1,Artefactos eléctricos Volteck
PA-APDO-CL,46338,7506240686149,17506240686146,27506240686143,Pieza,"Placa armada con 2 interruptores sencillos, línea Classic",Volteck,46,72,59,10,1,Artefactos eléctricos Volteck
PA-APDO-CLP,40019,7506240657330,17506240657337,27506240657334,Pieza,Placa armada interruptor sencillo y de 3 vías Classic,Volteck,52,82,67,10,1,Artefactos eléctricos Volteck
PA-APDO-E,46389,7506240646839,17506240646836,27506240646833,Pieza,"Placa armada 2 interruptores sencillos, línea Económica",Volteck,37,58,48,10,1,Artefactos eléctricos Volteck
PA-APDO-EB,25085,7506240672975,17506240672972,27506240672979,Pieza,"Placa armada 1 interruptor sencillo + 1 de 3 vías, Basic",Volteck,34,53,44,10,1,Artefactos eléctricos Volteck
PA-APDO-EBI,26639,7506240696575,17506240696572,27506240696579,Pieza,"Placa armada 1 interruptor y 1 escalera, marfil, Basic",Volteck,34,53,44,10,1,Artefactos eléctricos Volteck
PA-APDO-EI,48663,7506240637844,17506240637841,27506240637848,Pieza,"Placa armada 1 interruptor escalera, marfil, línea Italiana",Volteck,53,83,68,10,1,Artefactos eléctricos Volteck
PA-APDO-EIB,46462,7506240647805,17506240647802,27506240647809,Pieza,"Placa armada 1 interruptor 1 escalera,blanco, línea Italiana",Volteck,53,83,68,10,1,Artefactos eléctricos Volteck
PA-APDO-EIM,49932,7506240660187,17506240660184,27506240660181,Pieza,"Placa armada 1 interruptor 1 escalera, madera,línea Italiana",Volteck,53,83,68,10,1,Artefactos eléctricos Volteck
PA-APDO-EIN,47598,7506240680857,17506240680854,27506240680851,Pieza,"Placa armada 1 interruptor 1 escalera, negro, línea Italiana",Volteck,46,72,59,10,1,Artefactos eléctricos Volteck
PA-APDO-EIP,46481,7506240647201,17506240647208,27506240647205,Pieza,"Placa armada 1 interruptor 1 escalera, plata, línea Italiana",Volteck,53,83,68,10,1,Artefactos eléctricos Volteck
PA-APDO-EOB,46495,7506240647515,17506240647512,27506240647519,Pieza,"Placa armada interruptor sencillo y escalera, Oslo, blanco",Volteck,54,84,70,10,1,Artefactos eléctricos Volteck
PA-APDO-I,48662,7506240637837,17506240637834,27506240637831,Pieza,"Placa armada 2 interruptores sencillos marfil,línea Italiana",Volteck,49,77,63,10,1,Artefactos eléctricos Volteck
PA-APDO-IB,46461,7506240647799,17506240647796,27506240647793,Pieza,"Placa armada, 2interruptores sencillos,blanco,línea Italiana",Volteck,49,77,63,10,1,Artefactos eléctricos Volteck
PA-APDO-IM,49925,7506240660170,17506240660177,27506240660174,Pieza,"Placa armada 2 interruptores sencillos,madera,línea Italiana",Volteck,49,77,63,10,1,Artefactos eléctricos Volteck
PA-APDO-IN,47597,7506240680840,17506240680847,27506240680844,Pieza,"Placa armada, 2 interruptores sencillos,negro,línea Italiana",Volteck,44,69,57,10,1,Artefactos eléctricos Volteck
PA-APDO-IP,46479,7506240647195,17506240647192,27506240647199,Pieza,"Placa armada 2 interruptores sencillos plata, línea Italiana",Volteck,49,77,63,10,1,Artefactos eléctricos Volteck
PA-APDO-OB,46494,7506240647508,17506240647505,27506240647502,Pieza,"Placa armada 2 interruptores sencillos, línea Oslo, blanco",Volteck,52,82,67,10,1,Artefactos eléctricos Volteck
PA-APDO-S  ,48492,7506240670452,17506240670459,27506240670456,Pieza,"Placa armada 2 interruptores sencillo, línea Standard,marfil",Volteck,37,58,48,10,1,Artefactos eléctricos Volteck
PA-APDO-SA,48498,7506240670513,17506240670510,27506240670517,Pieza,"Placa armada 2 interruptor sencillo, línea Standard, alumini",Volteck,45,69,58,10,1,Artefactos eléctricos Volteck
PA-APDO-SB,45953,7502309736435,17502309736432,27502309736439,Pieza,"Placa armada 2 interruptores sencillo, línea Standard, blanc",Volteck,37,58,48,10,1,Artefactos eléctricos Volteck
PA-APDO1-EB,45596,7506240671305,17506240671302,27506240671309,Pieza,"Placa armada 2 interruptores, 1 módulo, Española, blanco",Volteck,45,69,58,10,1,Artefactos eléctricos Volteck
PA-APDO1-EEB,45602,7506240671244,17506240671241,27506240671248,Pieza,"Placa armada 2 interruptores 1de 3vías,1 mod,Española,blanco",Volteck,49,77,63,10,1,Artefactos eléctricos Volteck
PA-APDO1-ELA,47835,7502309731737,17502309731734,27502309731731,Pieza,"Placa armada acero 1 interruptor y 1 de 3 vías 1 mód,Lisboa",Volteck,62,97,79,10,1,Artefactos eléctricos Volteck
PA-APDO1-ELB,47955,7502309731379,17502309731376,27502309731373,Pieza,"Placa armada blanca 1 interruptor y 1 de 3 vías 1 mód, Lisbo",Volteck,42,66,54,10,1,Artefactos eléctricos Volteck
PA-APDO1-ELN,47888,7502309732093,17502309732090,27502309732097,Pieza,"Placa armada negra 1 interruptor y 1 de 3 vías 1 mód,Lisboa",Volteck,42,66,54,10,1,Artefactos eléctricos Volteck
PA-APDO1-LA,47834,7502309731720,17502309731727,27502309731724,Pieza,"Placa armada acero inox con 2 interruptores 1 módulo, Lisboa",Volteck,59,92,76,10,1,Artefactos eléctricos Volteck
PA-APDO1-LB,47954,7502309731362,17502309731369,27502309731366,Pieza,"Placa armada blanca con 2 interruptores 1 módulo, Lisboa",Volteck,39,62,49,10,1,Artefactos eléctricos Volteck
PA-APDO1-LN,47887,7502309732086,17502309732083,27502309732080,Pieza,"Placa armada negra con 2 interruptores 1 módulo, Lisboa",Volteck,39,62,49,10,1,Artefactos eléctricos Volteck
